,Country,Year,Age,Employment Gap in %,Employed Persons in Thousands,IndexValueEmployment
2100,Netherlands,2016,Y55-64,0.2,1404,0.8
2101,Netherlands,2017,Y55-64,0.19,1473,0.81
2102,Netherlands,2018,Y55-64,0.19,1540,0.81
2103,Netherlands,2019,Y55-64,0.19,1614,0.81
2104,Netherlands,2020,Y55-64,0.18,1670,0.8200000000000001
2105,Netherlands,2021,Y55-64,0.15,1707,0.85
2106,Poland,2009,Y55-64,0.21,1409,0.79
2107,Poland,2010,Y55-64,0.2,1574,0.8
2108,Poland,2011,Y55-64,0.2,1783,0.8
2109,Poland,2012,Y55-64,0.19,1924,0.81
2110,Poland,2013,Y55-64,0.2,2072,0.8
2111,Poland,2014,Y55-64,0.2,2208,0.8
2112,Poland,2015,Y55-64,0.18,2324,0.8200000000000001
2113,Poland,2016,Y55-64,0.18,2375,0.8200000000000001
2114,Poland,2017,Y55-64,0.19,2450,0.81
2115,Poland,2018,Y55-64,0.2,2428,0.8
2116,Poland,2019,Y55-64,0.21,2395,0.79
2117,Poland,2020,Y55-64,0.22,2428,0.78
2118,Poland,2021,Y55-64,0.24,2541,0.76
2119,Portugal,2009,Y55-64,0.17,546,0.83
2120,Portugal,2010,Y55-64,0.13,551,0.87
2121,Portugal,2011,Y55-64,0.11,541,0.89
2122,Portugal,2012,Y55-64,0.08,528,0.92
2123,Portugal,2013,Y55-64,0.11,550,0.89
2124,Portugal,2014,Y55-64,0.11,580,0.89
2125,Portugal,2015,Y55-64,0.1,623,0.9
2126,Portugal,2016,Y55-64,0.1,664,0.9
2127,Portugal,2017,Y55-64,0.12,736,0.88
2128,Portugal,2018,Y55-64,0.09,796,0.91
2129,Portugal,2019,Y55-64,0.1,823,0.9
2130,Portugal,2020,Y55-64,0.08,840,0.92
2131,Portugal,2021,Y55-64,0.1,910,0.9
2132,Romania,2009,Y55-64,0.22,805,0.78
2133,Romania,2010,Y55-64,0.19,789,0.81
2134,Romania,2011,Y55-64,0.18,792,0.8200000000000001
2135,Romania,2012,Y55-64,0.2,839,0.8
2136,Romania,2013,Y55-64,0.2,869,0.8
2137,Romania,2014,Y55-64,0.21,911,0.79
2138,Romania,2015,Y55-64,0.2,886,0.8
2139,Romania,2016,Y55-64,0.2,937,0.8
2140,Romania,2017,Y55-64,0.21,957,0.79
2141,Romania,2018,Y55-64,0.22,969,0.78
2142,Romania,2019,Y55-64,0.24,985,0.76
2143,Romania,2020,Y55-64,0.22,970,0.78
2144,Romania,2021,Y55-64,0.22,968,0.78
2145,Sweden,2009,Y55-64,0.06,827,0.94
2146,Sweden,2010,Y55-64,0.06,823,0.94
2147,Sweden,2011,Y55-64,0.06,831,0.94
2148,Sweden,2012,Y55-64,0.07,832,0.9299999999999999
2149,Sweden,2013,Y55-64,0.06,831,0.94
2150,Sweden,2014,Y55-64,0.05,830,0.95
2151,Sweden,2015,Y55-64,0.04,832,0.96
2152,Sweden,2016,Y55-64,0.04,844,0.96
2153,Sweden,2017,Y55-64,0.04,861,0.96
2154,Sweden,2018,Y55-64,0.05,887,0.95
2155,Sweden,2019,Y55-64,0.04,898,0.96
2156,Sweden,2020,Y55-64,0.04,915,0.96
2157,Sweden,2021,Y55-64,0.03,935,0.97
2158,Slovenia,2009,Y55-64,0.21,88,0.79
2159,Slovenia,2010,Y55-64,0.21,92,0.79
2160,Slovenia,2011,Y55-64,0.16,87,0.84
2161,Slovenia,2012,Y55-64,0.15,95,0.85
2162,Slovenia,2013,Y55-64,0.16,97,0.84
2163,Slovenia,2014,Y55-64,0.12,104,0.88
2164,Slovenia,2015,Y55-64,0.12,107,0.88
2165,Slovenia,2016,Y55-64,0.1,112,0.9
2166,Slovenia,2017,Y55-64,0.11,125,0.89
2167,Slovenia,2018,Y55-64,0.1,138,0.9
2168,Slovenia,2019,Y55-64,0.09,142,0.91
2169,Slovenia,2020,Y55-64,0.08,152,0.92
2170,Slovenia,2021,Y55-64,0.09,156,0.91
2171,Slovakia,2009,Y55-64,0.27,255,0.73
2172,Slovakia,2010,Y55-64,0.23,272,0.77
2173,Slovakia,2011,Y55-64,0.18,291,0.8200000000000001
2174,Slovakia,2012,Y55-64,0.17,314,0.83
2175,Slovakia,2013,Y55-64,0.15,328,0.85
2176,Slovakia,2014,Y55-64,0.13,337,0.87
2177,Slovakia,2015,Y55-64,0.09,356,0.91
2178,Slovakia,2016,Y55-64,0.08,372,0.92
2179,Slovakia,2017,Y55-64,0.03,401,0.97
2180,Slovakia,2018,Y55-64,0.04,406,0.96
2181,Slovakia,2019,Y55-64,0.02,425,0.98
2182,Slovakia,2020,Y55-64,0.02,432,0.98
2183,Slovakia,2021,Y55-64,0.07,427,0.9299999999999999
